ID,Major Category,Middle Category,Sub Category,Specification,Unit,Region,Date,Price,Detail Spec,Created At,Updated At
3468926,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2021-04-01,25670,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468927,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2021-04-01,25910,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468928,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2021-04-01,26160,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468929,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2021-04-01,25910,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468930,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2021-04-01,26650,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468931,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2021-05-01,24450,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468932,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2021-05-01,24450,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468933,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,부산,2021-05-01,25180,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468934,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2021-05-01,25670,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468935,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2021-05-01,25910,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468936,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2021-05-01,26160,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468937,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2021-05-01,25910,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468938,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2021-05-01,26650,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468939,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2021-06-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468940,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2021-06-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468941,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,부산,2021-06-01,29250,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468942,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2021-06-01,29820,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468943,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2021-06-01,30100,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468944,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2021-06-01,30380,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468945,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2021-06-01,28110,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468946,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2021-06-01,30950,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468947,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2021-07-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468948,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2021-07-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468949,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,부산,2021-07-01,29250,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468950,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2021-07-01,29820,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468951,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2021-07-01,30100,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468952,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2021-07-01,30380,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3480150,급배수,배관재(Ⅱ),일반용폴리에틸렌파이프,"일반용PE하수관-무공관 -  규격450㎜, 외경457.2㎜, 두께17.6㎜, 중량23.211㎏/m",m,전국,2024-07-01,90890,가①격,2025-11-21T20:52:27.891346+00:00,2025-11-21T20:52:27.891346+00:00
3468953,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2021-07-01,28110,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468954,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2021-07-01,30950,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468955,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2021-08-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468956,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2021-08-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468957,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,부산,2021-08-01,29250,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468958,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2021-08-01,29820,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468959,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2021-08-01,30100,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468960,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2021-08-01,30380,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468961,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2021-08-01,28110,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468962,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2021-08-01,30950,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468963,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2021-09-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468964,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2021-09-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468965,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,부산,2021-09-01,29250,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468966,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2021-09-01,29820,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468967,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2021-09-01,30100,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468968,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2021-09-01,30380,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468969,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2021-09-01,28110,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468970,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2021-09-01,30950,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468971,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2021-10-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468972,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2021-10-01,28400,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468973,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,부산,2021-10-01,29250,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468974,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2021-10-01,29820,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468975,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2021-10-01,30100,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468976,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2021-10-01,30380,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468977,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2021-10-01,28110,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468978,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2021-10-01,30950,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468979,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2021-11-01,29820,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3480151,급배수,배관재(Ⅱ),일반용폴리에틸렌파이프,"일반용PE하수관-무공관 -  규격450㎜, 외경457.2㎜, 두께17.6㎜, 중량23.211㎏/m",m,전국,2024-08-01,90890,가①격,2025-11-21T20:52:27.891346+00:00,2025-11-21T20:52:27.891346+00:00
3468980,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2021-11-01,29820,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468981,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,부산,2021-11-01,30710,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468982,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2021-11-01,31310,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468983,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2021-11-01,31600,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468984,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2021-11-01,31900,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468985,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2021-11-01,29520,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468986,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2021-11-01,32500,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468987,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2021-12-01,34290,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468988,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2021-12-01,34290,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468989,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,부산,2021-12-01,35310,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468990,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2021-12-01,36000,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468991,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2021-12-01,36340,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468992,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2021-12-01,36690,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468993,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2021-12-01,33940,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468994,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2021-12-01,37370,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468995,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2022-01-01,34290,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468996,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2022-01-01,34290,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468997,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,부산,2022-01-01,35310,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468998,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대구,2022-01-01,36000,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3468999,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,대전,2022-01-01,36340,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3469000,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,광주,2022-01-01,36690,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3469001,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,강원,2022-01-01,33940,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3469002,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,제주,2022-01-01,37370,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3469003,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,서울,2022-02-01,34290,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
3469004,급배수,배관재(Ⅱ),경질염화비닐관(PVC파이프),"경질염화비닐관(일반용배수관)-VG1 (두꺼운 관) - VN SDR 17 호칭경75㎜, 외경89㎜, 두께5.2(최소)㎜, 중량8,808g/본",본,인천,2022-02-01,34290,,2025-11-21T20:52:17.285467+00:00,2025-11-21T20:52:17.285467+00:00
